file_name,approach,batch_size,datasets,lr,nepochs,alpha,kd_temperature,kd_weight,lamb,num_exemplars,TAw_Acc_last_avg,TAg_Acc_last_avg,TAw_Forg_last_avg,TAg_Forg_last_avg
KD_EWC_nt5_ft20_lamb500_alpha0.3_kdW0.5_kdT5.0_ex5000_train_log.txt,multi_teacher_kd_ewc,64,['cifar100'],0.1,50,0.3,5.0,0.5,500.0,5000,23.0,12.8,52.5,52.8
KD_EWC_nt5_ft20_lamb3000_alpha0.7_kdW3.0_kdT3.0_ex2000_train_log.txt,multi_teacher_kd_ewc,64,['cifar100'],0.1,50,0.7,3.0,3.0,3000.0,2000,13.8,3.9,34.0,25.9
KD_EWC_nt5_ft50_lamb200_alpha0.7_kdW2.0_kdT5.0_ex5000_train_log.txt,multi_teacher_kd_ewc,64,['cifar100'],0.1,50,0.7,5.0,2.0,200.0,5000,22.5,6.6,55.4,38.3
KD_EWC_nt5_ft20_lamb2000_alpha0.7_kdW1.0_kdT5.0_ex2000_train_log.txt,multi_teacher_kd_ewc,64,['cifar100'],0.1,50,0.7,5.0,1.0,2000.0,2000,20.8,10.4,45.2,42.5
KD_EWC_nt5_ft20_lamb200_alpha0.7_kdW0.5_kdT4.0_ex5000_train_log.txt,multi_teacher_kd_ewc,64,['cifar100'],0.1,50,0.7,4.0,0.5,200.0,5000,24.0,12.0,50.2,51.6
KD_EWC_nt5_ft50_lamb500_alpha0.3_kdW2.0_kdT4.0_ex5000_train_log.txt,multi_teacher_kd_ewc,64,['cifar100'],0.1,50,0.3,4.0,2.0,500.0,5000,21.9,5.5,51.9,35.1
KD_EWC_nt5_ft20_lamb2000_alpha0.3_kdW3.0_kdT5.0_ex2000_train_log.txt,multi_teacher_kd_ewc,64,['cifar100'],0.1,50,0.3,5.0,3.0,2000.0,2000,15.5,5.7,36.8,28.6
KD_EWC_nt5_ft20_lamb2000_alpha0.5_kdW1.0_kdT3.0_ex5000_train_log.txt,multi_teacher_kd_ewc,64,['cifar100'],0.1,50,0.5,3.0,1.0,2000.0,5000,19.5,9.4,45.0,40.8
KD_EWC_nt5_ft20_lamb200_alpha0.5_kdW0.5_kdT2.0_ex2000_train_log.txt,multi_teacher_kd_ewc,64,['cifar100'],0.1,50,0.5,2.0,0.5,200.0,2000,21.7,11.3,55.1,51.0
KD_EWC_nt5_ft20_lamb500_alpha0.5_kdW0.5_kdT5.0_ex5000_train_log.txt,multi_teacher_kd_ewc,64,['cifar100'],0.1,50,0.5,5.0,0.5,500.0,5000,23.4,12.7,51.9,52.8
KD_EWC_nt5_ft20_lamb3000_alpha0.7_kdW1.0_kdT5.0_ex5000_train_log.txt,multi_teacher_kd_ewc,64,['cifar100'],0.1,50,0.7,5.0,1.0,3000.0,5000,22.0,9.9,42.7,41.5
KD_EWC_nt5_ft20_lamb500_alpha0.7_kdW0.5_kdT3.0_ex2000_train_log.txt,multi_teacher_kd_ewc,64,['cifar100'],0.1,50,0.7,3.0,0.5,500.0,2000,23.6,12.2,52.6,52.4
KD_EWC_nt5_ft20_lamb3000_alpha0.3_kdW3.0_kdT5.0_ex5000_train_log.txt,multi_teacher_kd_ewc,64,['cifar100'],0.1,50,0.3,5.0,3.0,3000.0,5000,5.6,1.2,20.0,20.0
KD_EWC_nt5_ft20_lamb3000_alpha0.5_kdW1.0_kdT3.0_ex2000_train_log.txt,multi_teacher_kd_ewc,64,['cifar100'],0.1,50,0.5,3.0,1.0,3000.0,2000,20.5,8.1,42.4,40.6
KD_EWC_nt5_ft50_lamb200_alpha0.3_kdW2.0_kdT3.0_ex2000_train_log.txt,multi_teacher_kd_ewc,64,['cifar100'],0.1,50,0.3,3.0,2.0,200.0,2000,21.6,3.9,53.3,35.6
KD_EWC_nt5_ft20_lamb500_alpha0.3_kdW2.0_kdT4.0_ex2000_train_log.txt,multi_teacher_kd_ewc,64,['cifar100'],0.1,50,0.3,4.0,2.0,500.0,2000,17.2,6.8,43.8,34.6
KD_EWC_nt5_ft50_lamb200_alpha0.7_kdW0.5_kdT4.0_ex2000_train_log.txt,multi_teacher_kd_ewc,64,['cifar100'],0.1,50,0.7,4.0,0.5,200.0,2000,25.2,10.6,57.9,54.3
KD_EWC_nt5_ft50_lamb3000_alpha0.5_kdW3.0_kdT4.0_ex2000_train_log.txt,multi_teacher_kd_ewc,64,['cifar100'],0.1,50,0.5,4.0,3.0,3000.0,2000,21.7,3.6,43.4,30.0
KD_EWC_nt5_ft50_lamb3000_alpha0.3_kdW1.0_kdT2.0_ex5000_train_log.txt,multi_teacher_kd_ewc,64,['cifar100'],0.1,50,0.3,2.0,1.0,3000.0,5000,27.9,7.6,49.3,41.4
KD_EWC_nt5_ft50_lamb3000_alpha0.7_kdW3.0_kdT2.0_ex5000_train_log.txt,multi_teacher_kd_ewc,64,['cifar100'],0.1,50,0.7,2.0,3.0,3000.0,5000,20.6,3.2,43.8,27.6
KD_EWC_nt5_ft50_lamb200_alpha0.5_kdW0.5_kdT2.0_ex5000_train_log.txt,multi_teacher_kd_ewc,64,['cifar100'],0.1,50,0.5,2.0,0.5,200.0,5000,25.5,8.9,58.3,49.9
KD_EWC_nt5_ft50_lamb500_alpha0.5_kdW0.5_kdT5.0_ex2000_train_log.txt,multi_teacher_kd_ewc,64,['cifar100'],0.1,50,0.5,5.0,0.5,500.0,2000,28.6,11.8,52.9,54.5
KD_EWC_nt5_ft50_lamb2000_alpha0.5_kdW3.0_kdT4.0_ex5000_train_log.txt,multi_teacher_kd_ewc,64,['cifar100'],0.1,50,0.5,4.0,3.0,2000.0,5000,22.3,4.0,45.1,30.4
KD_EWC_nt5_ft50_lamb2000_alpha0.3_kdW1.0_kdT2.0_ex2000_train_log.txt,multi_teacher_kd_ewc,64,['cifar100'],0.1,50,0.3,2.0,1.0,2000.0,2000,24.5,6.7,53.6,42.3
KD_EWC_nt5_ft20_lamb200_alpha0.3_kdW2.0_kdT3.0_ex5000_train_log.txt,multi_teacher_kd_ewc,64,['cifar100'],0.1,50,0.3,3.0,2.0,200.0,5000,17.3,6.6,44.3,32.8
